,state_id,area_type,age_group_of_head,marital_status,male,female
5746,11,Rural,60-69,Separated,53,20
5747,11,Rural,70-79,Separated,21,8
5748,11,Rural,80+,Separated,4,3
5749,11,Rural,Age Not Stated,Separated,0,0
5750,11,Urban,All Ages,Separated,94,94
5751,11,Urban,Less than 20,Separated,0,0
5752,11,Urban,20-29,Separated,4,11
5753,11,Urban,30-39,Separated,13,25
5754,11,Urban,40-49,Separated,33,25
5755,11,Urban,50-59,Separated,28,29
5756,11,Urban,60-69,Separated,12,1
5757,11,Urban,70-79,Separated,3,3
5758,11,Urban,80+,Separated,1,0
5759,11,Urban,Age Not Stated,Separated,0,0
5760,12,Total,All Ages,Separated,373,546
5761,12,Total,Less than 20,Separated,3,4
5762,12,Total,20-29,Separated,35,58
5763,12,Total,30-39,Separated,98,203
5764,12,Total,40-49,Separated,116,164
5765,12,Total,50-59,Separated,68,81
5766,12,Total,60-69,Separated,33,27
5767,12,Total,70-79,Separated,14,6
5768,12,Total,80+,Separated,6,3
5769,12,Total,Age Not Stated,Separated,0,0
5770,12,Rural,All Ages,Separated,314,344
5771,12,Rural,Less than 20,Separated,3,1
5772,12,Rural,20-29,Separated,34,36
5773,12,Rural,30-39,Separated,82,119
5774,12,Rural,40-49,Separated,94,99
5775,12,Rural,50-59,Separated,55,64
5776,12,Rural,60-69,Separated,29,22
5777,12,Rural,70-79,Separated,11,2
5778,12,Rural,80+,Separated,6,1
5779,12,Rural,Age Not Stated,Separated,0,0
5780,12,Urban,All Ages,Separated,59,202
5781,12,Urban,Less than 20,Separated,0,3
5782,12,Urban,20-29,Separated,1,22
5783,12,Urban,30-39,Separated,16,84
5784,12,Urban,40-49,Separated,22,65
5785,12,Urban,50-59,Separated,13,17
5786,12,Urban,60-69,Separated,4,5
5787,12,Urban,70-79,Separated,3,4
5788,12,Urban,80+,Separated,0,2
5789,12,Urban,Age Not Stated,Separated,0,0
5790,13,Total,All Ages,Separated,1398,2033
5791,13,Total,Less than 20,Separated,5,13
5792,13,Total,20-29,Separated,161,192
5793,13,Total,30-39,Separated,405,545
5794,13,Total,40-49,Separated,364,621
5795,13,Total,50-59,Separated,250,369
5796,13,Total,60-69,Separated,129,200
5797,13,Total,70-79,Separated,65,74
5798,13,Total,80+,Separated,17,18
5799,13,Total,Age Not Stated,Separated,2,1
5800,13,Rural,All Ages,Separated,1055,1261
5801,13,Rural,Less than 20,Separated,5,9
5802,13,Rural,20-29,Separated,137,124
5803,13,Rural,30-39,Separated,316,312
5804,13,Rural,40-49,Separated,246,351
5805,13,Rural,50-59,Separated,179,245
5806,13,Rural,60-69,Separated,96,145
5807,13,Rural,70-79,Separated,59,59
5808,13,Rural,80+,Separated,15,15
5809,13,Rural,Age Not Stated,Separated,2,1
5810,13,Urban,All Ages,Separated,343,772
5811,13,Urban,Less than 20,Separated,0,4
5812,13,Urban,20-29,Separated,24,68
5813,13,Urban,30-39,Separated,89,233
5814,13,Urban,40-49,Separated,118,270
5815,13,Urban,50-59,Separated,71,124
5816,13,Urban,60-69,Separated,33,55
5817,13,Urban,70-79,Separated,6,15
5818,13,Urban,80+,Separated,2,3
5819,13,Urban,Age Not Stated,Separated,0,0
5820,14,Total,All Ages,Separated,880,1768
5821,14,Total,Less than 20,Separated,7,3
5822,14,Total,20-29,Separated,62,87
5823,14,Total,30-39,Separated,201,359
5824,14,Total,40-49,Separated,253,516
5825,14,Total,50-59,Separated,209,451
5826,14,Total,60-69,Separated,90,237
5827,14,Total,70-79,Separated,38,89
5828,14,Total,80+,Separated,20,20
5829,14,Total,Age Not Stated,Separated,0,6
5830,14,Rural,All Ages,Separated,618,1100
5831,14,Rural,Less than 20,Separated,6,1
5832,14,Rural,20-29,Separated,48,69
5833,14,Rural,30-39,Separated,150,235
5834,14,Rural,40-49,Separated,168,344
5835,14,Rural,50-59,Separated,140,253
5836,14,Rural,60-69,Separated,59,137
5837,14,Rural,70-79,Separated,32,49
5838,14,Rural,80+,Separated,15,9
5839,14,Rural,Age Not Stated,Separated,0,3
5840,14,Urban,All Ages,Separated,262,668
5841,14,Urban,Less than 20,Separated,1,2
5842,14,Urban,20-29,Separated,14,18
5843,14,Urban,30-39,Separated,51,124
5844,14,Urban,40-49,Separated,85,172
5845,14,Urban,50-59,Separated,69,198
5846,14,Urban,60-69,Separated,31,100
5847,14,Urban,70-79,Separated,6,40
5848,14,Urban,80+,Separated,5,11
5849,14,Urban,Age Not Stated,Separated,0,3
5850,15,Total,All Ages,Separated,3364,4800
5851,15,Total,Less than 20,Separated,7,5
5852,15,Total,20-29,Separated,200,219
5853,15,Total,30-39,Separated,550,836
5854,15,Total,40-49,Separated,884,1436
5855,15,Total,50-59,Separated,797,1246
5856,15,Total,60-69,Separated,468,698
5857,15,Total,70-79,Separated,318,259
5858,15,Total,80+,Separated,138,97
5859,15,Total,Age Not Stated,Separated,2,4
5860,15,Rural,All Ages,Separated,1579,1502
5861,15,Rural,Less than 20,Separated,3,1
5862,15,Rural,20-29,Separated,104,91
5863,15,Rural,30-39,Separated,228,257
5864,15,Rural,40-49,Separated,360,381
5865,15,Rural,50-59,Separated,360,380
5866,15,Rural,60-69,Separated,254,254
5867,15,Rural,70-79,Separated,197,91
5868,15,Rural,80+,Separated,73,46
5869,15,Rural,Age Not Stated,Separated,0,1
5870,15,Urban,All Ages,Separated,1785,3298
5871,15,Urban,Less than 20,Separated,4,4
5872,15,Urban,20-29,Separated,96,128
5873,15,Urban,30-39,Separated,322,579
5874,15,Urban,40-49,Separated,524,1055
5875,15,Urban,50-59,Separated,437,866
5876,15,Urban,60-69,Separated,214,444
5877,15,Urban,70-79,Separated,121,168
5878,15,Urban,80+,Separated,65,51
5879,15,Urban,Age Not Stated,Separated,2,3
5880,16,Total,All Ages,Separated,792,2498
5881,16,Total,Less than 20,Separated,8,12
5882,16,Total,20-29,Separated,83,325
5883,16,Total,30-39,Separated,156,819
5884,16,Total,40-49,Separated,229,801
5885,16,Total,50-59,Separated,160,375
5886,16,Total,60-69,Separated,104,119
5887,16,Total,70-79,Separated,37,35
5888,16,Total,80+,Separated,15,8
5889,16,Total,Age Not Stated,Separated,0,4
5890,16,Rural,All Ages,Separated,641,1964
5891,16,Rural,Less than 20,Separated,8,9
5892,16,Rural,20-29,Separated,77,281
5893,16,Rural,30-39,Separated,128,637
5894,16,Rural,40-49,Separated,172,619
5895,16,Rural,50-59,Separated,116,288
5896,16,Rural,60-69,Separated,91,91
5897,16,Rural,70-79,Separated,35,29
5898,16,Rural,80+,Separated,14,8
5899,16,Rural,Age Not Stated,Separated,0,2
5900,16,Urban,All Ages,Separated,151,534
5901,16,Urban,Less than 20,Separated,0,3
5902,16,Urban,20-29,Separated,6,44
5903,16,Urban,30-39,Separated,28,182
5904,16,Urban,40-49,Separated,57,182
5905,16,Urban,50-59,Separated,44,87
5906,16,Urban,60-69,Separated,13,28
5907,16,Urban,70-79,Separated,2,6
5908,16,Urban,80+,Separated,1,0
5909,16,Urban,Age Not Stated,Separated,0,2
5910,17,Total,All Ages,Separated,813,4186
5911,17,Total,Less than 20,Separated,2,22
5912,17,Total,20-29,Separated,53,471
5913,17,Total,30-39,Separated,117,1001
5914,17,Total,40-49,Separated,202,1247
5915,17,Total,50-59,Separated,201,837
5916,17,Total,60-69,Separated,155,416
5917,17,Total,70-79,Separated,67,148
5918,17,Total,80+,Separated,15,35
5919,17,Total,Age Not Stated,Separated,1,9
5920,17,Rural,All Ages,Separated,734,3596
5921,17,Rural,Less than 20,Separated,2,22
5922,17,Rural,20-29,Separated,48,427
5923,17,Rural,30-39,Separated,97,853
5924,17,Rural,40-49,Separated,182,1052
5925,17,Rural,50-59,Separated,185,703
5926,17,Rural,60-69,Separated,142,365
5927,17,Rural,70-79,Separated,65,133
5928,17,Rural,80+,Separated,12,32
5929,17,Rural,Age Not Stated,Separated,1,9
5930,17,Urban,All Ages,Separated,79,590
5931,17,Urban,Less than 20,Separated,0,0
5932,17,Urban,20-29,Separated,5,44
5933,17,Urban,30-39,Separated,20,148
5934,17,Urban,40-49,Separated,20,195
5935,17,Urban,50-59,Separated,16,134
5936,17,Urban,60-69,Separated,13,51
5937,17,Urban,70-79,Separated,2,15
5938,17,Urban,80+,Separated,3,3
5939,17,Urban,Age Not Stated,Separated,0,0
5940,18,Total,All Ages,Separated,6152,12813
5941,18,Total,Less than 20,Separated,37,86
5942,18,Total,20-29,Separated,726,1567
5943,18,Total,30-39,Separated,1675,3983
5944,18,Total,40-49,Separated,1838,4146
5945,18,Total,50-59,Separated,1046,1949
5946,18,Total,60-69,Separated,536,813
5947,18,Total,70-79,Separated,214,199
5948,18,Total,80+,Separated,78,66
5949,18,Total,Age Not Stated,Separated,2,4
5950,18,Rural,All Ages,Separated,5546,11109
5951,18,Rural,Less than 20,Separated,34,78
5952,18,Rural,20-29,Separated,691,1413
5953,18,Rural,30-39,Separated,1536,3479
5954,18,Rural,40-49,Separated,1629,3535
5955,18,Rural,50-59,Separated,905,1658
5956,18,Rural,60-69,Separated,474,711
5957,18,Rural,70-79,Separated,199,174
5958,18,Rural,80+,Separated,76,58
5959,18,Rural,Age Not Stated,Separated,2,3
5960,18,Urban,All Ages,Separated,606,1704
5961,18,Urban,Less than 20,Separated,3,8
5962,18,Urban,20-29,Separated,35,154
5963,18,Urban,30-39,Separated,139,504
5964,18,Urban,40-49,Separated,209,611
5965,18,Urban,50-59,Separated,141,291
5966,18,Urban,60-69,Separated,62,102
5967,18,Urban,70-79,Separated,15,25
5968,18,Urban,80+,Separated,2,8
5969,18,Urban,Age Not Stated,Separated,0,1
5970,19,Total,All Ages,Separated,15537,38130
5971,19,Total,Less than 20,Separated,97,231
5972,19,Total,20-29,Separated,1668,3925
5973,19,Total,30-39,Separated,3795,10932
5974,19,Total,40-49,Separated,4615,12760
5975,19,Total,50-59,Separated,3123,6810
5976,19,Total,60-69,Separated,1512,2614
5977,19,Total,70-79,Separated,527,591
5978,19,Total,80+,Separated,171,225
5979,19,Total,Age Not Stated,Separated,29,42
5980,19,Rural,All Ages,Separated,11288,28517
5981,19,Rural,Less than 20,Separated,77,186
5982,19,Rural,20-29,Separated,1400,3140
5983,19,Rural,30-39,Separated,2926,8295
5984,19,Rural,40-49,Separated,3301,9497
5985,19,Rural,50-59,Separated,2102,4975
5986,19,Rural,60-69,Separated,1026,1890
5987,19,Rural,70-79,Separated,330,384
5988,19,Rural,80+,Separated,106,126
5989,19,Rural,Age Not Stated,Separated,20,24
5990,19,Urban,All Ages,Separated,4249,9613
5991,19,Urban,Less than 20,Separated,20,45
5992,19,Urban,20-29,Separated,268,785
5993,19,Urban,30-39,Separated,869,2637
5994,19,Urban,40-49,Separated,1314,3263
5995,19,Urban,50-59,Separated,1021,1835
5996,19,Urban,60-69,Separated,486,724
5997,19,Urban,70-79,Separated,197,207
5998,19,Urban,80+,Separated,65,99
5999,19,Urban,Age Not Stated,Separated,9,18
6000,20,Total,All Ages,Separated,1601,2277
6001,20,Total,Less than 20,Separated,18,13
6002,20,Total,20-29,Separated,226,225
6003,20,Total,30-39,Separated,425,592
6004,20,Total,40-49,Separated,418,708
6005,20,Total,50-59,Separated,268,402
6006,20,Total,60-69,Separated,173,254
6007,20,Total,70-79,Separated,47,51
6008,20,Total,80+,Separated,14,24
6009,20,Total,Age Not Stated,Separated,12,8
6010,20,Rural,All Ages,Separated,1193,1681
6011,20,Rural,Less than 20,Separated,13,9
6012,20,Rural,20-29,Separated,191,163
6013,20,Rural,30-39,Separated,313,412
6014,20,Rural,40-49,Separated,310,519
6015,20,Rural,50-59,Separated,192,304
6016,20,Rural,60-69,Separated,125,211
6017,20,Rural,70-79,Separated,30,44
6018,20,Rural,80+,Separated,10,18
6019,20,Rural,Age Not Stated,Separated,9,1
6020,20,Urban,All Ages,Separated,408,596
6021,20,Urban,Less than 20,Separated,5,4
6022,20,Urban,20-29,Separated,35,62
6023,20,Urban,30-39,Separated,112,180
6024,20,Urban,40-49,Separated,108,189
6025,20,Urban,50-59,Separated,76,98
6026,20,Urban,60-69,Separated,48,43
6027,20,Urban,70-79,Separated,17,7
6028,20,Urban,80+,Separated,4,6
6029,20,Urban,Age Not Stated,Separated,3,7
6030,21,Total,All Ages,Separated,3382,10878
6031,21,Total,Less than 20,Separated,20,35
6032,21,Total,20-29,Separated,388,1003
6033,21,Total,30-39,Separated,990,3197
6034,21,Total,40-49,Separated,900,3529
6035,21,Total,50-59,Separated,534,1786
6036,21,Total,60-69,Separated,370,1014
6037,21,Total,70-79,Separated,123,232
6038,21,Total,80+,Separated,38,55
6039,21,Total,Age Not Stated,Separated,19,27
6040,21,Rural,All Ages,Separated,2972,9257
6041,21,Rural,Less than 20,Separated,17,29
6042,21,Rural,20-29,Separated,354,820
6043,21,Rural,30-39,Separated,883,2696
6044,21,Rural,40-49,Separated,779,3010
6045,21,Rural,50-59,Separated,463,1529
6046,21,Rural,60-69,Separated,320,893
6047,21,Rural,70-79,Separated,106,207
6048,21,Rural,80+,Separated,33,49
6049,21,Rural,Age Not Stated,Separated,17,24
6050,21,Urban,All Ages,Separated,410,1621
6051,21,Urban,Less than 20,Separated,3,6
6052,21,Urban,20-29,Separated,34,183
6053,21,Urban,30-39,Separated,107,501
6054,21,Urban,40-49,Separated,121,519
6055,21,Urban,50-59,Separated,71,257
6056,21,Urban,60-69,Separated,50,121
6057,21,Urban,70-79,Separated,17,25
6058,21,Urban,80+,Separated,5,6
6059,21,Urban,Age Not Stated,Separated,2,3
6060,22,Total,All Ages,Separated,4978,13073
6061,22,Total,Less than 20,Separated,21,45
6062,22,Total,20-29,Separated,680,1605
6063,22,Total,30-39,Separated,1491,4255
6064,22,Total,40-49,Separated,1432,4000
6065,22,Total,50-59,Separated,735,1895
6066,22,Total,60-69,Separated,453,979
6067,22,Total,70-79,Separated,124,229
6068,22,Total,80+,Separated,39,58
6069,22,Total,Age Not Stated,Separated,3,7
6070,22,Rural,All Ages,Separated,4097,9876
6071,22,Rural,Less than 20,Separated,16,37
6072,22,Rural,20-29,Separated,609,1222
6073,22,Rural,30-39,Separated,1221,3199
6074,22,Rural,40-49,Separated,1156,3015
6075,22,Rural,50-59,Separated,586,1421
6076,22,Rural,60-69,Separated,373,758
6077,22,Rural,70-79,Separated,104,173
6078,22,Rural,80+,Separated,31,46
6079,22,Rural,Age Not Stated,Separated,1,5
6080,22,Urban,All Ages,Separated,881,3197
6081,22,Urban,Less than 20,Separated,5,8
6082,22,Urban,20-29,Separated,71,383
6083,22,Urban,30-39,Separated,270,1056
6084,22,Urban,40-49,Separated,276,985
6085,22,Urban,50-59,Separated,149,474
6086,22,Urban,60-69,Separated,80,221
6087,22,Urban,70-79,Separated,20,56
6088,22,Urban,80+,Separated,8,12
6089,22,Urban,Age Not Stated,Separated,2,2
6090,23,Total,All Ages,Separated,11491,14424
6091,23,Total,Less than 20,Separated,57,50
6092,23,Total,20-29,Separated,1616,1548
6093,23,Total,30-39,Separated,3387,4679
6094,23,Total,40-49,Separated,3309,4610
6095,23,Total,50-59,Separated,1726,2187
6096,23,Total,60-69,Separated,982,1026
6097,23,Total,70-79,Separated,307,251
6098,23,Total,80+,Separated,91,61
6099,23,Total,Age Not Stated,Separated,16,12
6100,23,Rural,All Ages,Separated,8609,9592
6101,23,Rural,Less than 20,Separated,46,32
6102,23,Rural,20-29,Separated,1363,1136
6103,23,Rural,30-39,Separated,2631,3147
6104,23,Rural,40-49,Separated,2376,3009
6105,23,Rural,50-59,Separated,1181,1360
6106,23,Rural,60-69,Separated,715,684
6107,23,Rural,70-79,Separated,221,177
6108,23,Rural,80+,Separated,67,37
6109,23,Rural,Age Not Stated,Separated,9,10
6110,23,Urban,All Ages,Separated,2882,4832
6111,23,Urban,Less than 20,Separated,11,18
6112,23,Urban,20-29,Separated,253,412
6113,23,Urban,30-39,Separated,756,1532
6114,23,Urban,40-49,Separated,933,1601
6115,23,Urban,50-59,Separated,545,827
6116,23,Urban,60-69,Separated,267,342
6117,23,Urban,70-79,Separated,86,74
6118,23,Urban,80+,Separated,24,24
6119,23,Urban,Age Not Stated,Separated,7,2
6120,24,Total,All Ages,Separated,32653,16809
6121,24,Total,Less than 20,Separated,197,71
6122,24,Total,20-29,Separated,3185,696
6123,24,Total,30-39,Separated,9751,3527
6124,24,Total,40-49,Separated,10456,5397
6125,24,Total,50-59,Separated,5702,4008
6126,24,Total,60-69,Separated,2314,2148
6127,24,Total,70-79,Separated,738,711
6128,24,Total,80+,Separated,169,200
6129,24,Total,Age Not Stated,Separated,141,51
6130,24,Rural,All Ages,Separated,22282,7986
6131,24,Rural,Less than 20,Separated,128,27
6132,24,Rural,20-29,Separated,2290,278
6133,24,Rural,30-39,Separated,6984,1541
6134,24,Rural,40-49,Separated,7111,2554
6135,24,Rural,50-59,Separated,3624,1972
6136,24,Rural,60-69,Separated,1476,1118
6137,24,Rural,70-79,Separated,453,375
6138,24,Rural,80+,Separated,118,93
6139,24,Rural,Age Not Stated,Separated,98,28
6140,24,Urban,All Ages,Separated,10371,8823
6141,24,Urban,Less than 20,Separated,69,44
6142,24,Urban,20-29,Separated,895,418
6143,24,Urban,30-39,Separated,2767,1986
6144,24,Urban,40-49,Separated,3345,2843
6145,24,Urban,50-59,Separated,2078,2036
6146,24,Urban,60-69,Separated,838,1030
6147,24,Urban,70-79,Separated,285,336
6148,24,Urban,80+,Separated,51,107
6149,24,Urban,Age Not Stated,Separated,43,23
6150,25,Total,All Ages,Separated,41,74
6151,25,Total,Less than 20,Separated,0,0
6152,25,Total,20-29,Separated,2,4
6153,25,Total,30-39,Separated,8,11
6154,25,Total,40-49,Separated,13,25
6155,25,Total,50-59,Separated,11,20
6156,25,Total,60-69,Separated,4,7
6157,25,Total,70-79,Separated,3,3
6158,25,Total,80+,Separated,0,4
6159,25,Total,Age Not Stated,Separated,0,0
6160,25,Rural,All Ages,Separated,10,29
6161,25,Rural,Less than 20,Separated,0,0
6162,25,Rural,20-29,Separated,0,3
6163,25,Rural,30-39,Separated,2,5
6164,25,Rural,40-49,Separated,2,7
6165,25,Rural,50-59,Separated,4,7
6166,25,Rural,60-69,Separated,1,3
6167,25,Rural,70-79,Separated,1,2
6168,25,Rural,80+,Separated,0,2
6169,25,Rural,Age Not Stated,Separated,0,0
6170,25,Urban,All Ages,Separated,31,45
6171,25,Urban,Less than 20,Separated,0,0
6172,25,Urban,20-29,Separated,2,1
6173,25,Urban,30-39,Separated,6,6
6174,25,Urban,40-49,Separated,11,18
6175,25,Urban,50-59,Separated,7,13
6176,25,Urban,60-69,Separated,3,4
6177,25,Urban,70-79,Separated,2,1
6178,25,Urban,80+,Separated,0,2
6179,25,Urban,Age Not Stated,Separated,0,0
6180,26,Total,All Ages,Separated,36,67
6181,26,Total,Less than 20,Separated,1,0
6182,26,Total,20-29,Separated,7,4
6183,26,Total,30-39,Separated,14,24
6184,26,Total,40-49,Separated,6,22
6185,26,Total,50-59,Separated,5,15
6186,26,Total,60-69,Separated,2,2
6187,26,Total,70-79,Separated,1,0
6188,26,Total,80+,Separated,0,0
6189,26,Total,Age Not Stated,Separated,0,0
6190,26,Rural,All Ages,Separated,21,37
6191,26,Rural,Less than 20,Separated,1,0
6192,26,Rural,20-29,Separated,4,3
6193,26,Rural,30-39,Separated,7,12
6194,26,Rural,40-49,Separated,5,12
6195,26,Rural,50-59,Separated,2,10
6196,26,Rural,60-69,Separated,2,0
6197,26,Rural,70-79,Separated,0,0
6198,26,Rural,80+,Separated,0,0
6199,26,Rural,Age Not Stated,Separated,0,0
6200,26,Urban,All Ages,Separated,15,30
6201,26,Urban,Less than 20,Separated,0,0
6202,26,Urban,20-29,Separated,3,1
6203,26,Urban,30-39,Separated,7,12
6204,26,Urban,40-49,Separated,1,10
6205,26,Urban,50-59,Separated,3,5
6206,26,Urban,60-69,Separated,0,2
6207,26,Urban,70-79,Separated,1,0
6208,26,Urban,80+,Separated,0,0
6209,26,Urban,Age Not Stated,Separated,0,0
6210,27,Total,All Ages,Separated,20786,42519
6211,27,Total,Less than 20,Separated,94,129
6212,27,Total,20-29,Separated,1758,2852
6213,27,Total,30-39,Separated,5330,11742
6214,27,Total,40-49,Separated,5986,13717
6215,27,Total,50-59,Separated,3945,7986
6216,27,Total,60-69,Separated,2372,4424
6217,27,Total,70-79,Separated,905,1216
6218,27,Total,80+,Separated,269,320
6219,27,Total,Age Not Stated,Separated,127,133
6220,27,Rural,All Ages,Separated,10624,24298
6221,27,Rural,Less than 20,Separated,48,72
6222,27,Rural,20-29,Separated,1070,1755
6223,27,Rural,30-39,Separated,2790,6758
6224,27,Rural,40-49,Separated,2979,7628
6225,27,Rural,50-59,Separated,1763,4377
6226,27,Rural,60-69,Separated,1236,2737
6227,27,Rural,70-79,Separated,536,728
6228,27,Rural,80+,Separated,133,163
6229,27,Rural,Age Not Stated,Separated,69,80
6230,27,Urban,All Ages,Separated,10162,18221
6231,27,Urban,Less than 20,Separated,46,57
6232,27,Urban,20-29,Separated,688,1097
6233,27,Urban,30-39,Separated,2540,4984
6234,27,Urban,40-49,Separated,3007,6089
6235,27,Urban,50-59,Separated,2182,3609
6236,27,Urban,60-69,Separated,1136,1687
6237,27,Urban,70-79,Separated,369,488
6238,27,Urban,80+,Separated,136,157
6239,27,Urban,Age Not Stated,Separated,58,53
6240,28,Total,All Ages,Separated,8260,23066
6241,28,Total,Less than 20,Separated,23,65
6242,28,Total,20-29,Separated,818,2934
6243,28,Total,30-39,Separated,2239,7698
6244,28,Total,40-49,Separated,2248,6544
6245,28,Total,50-59,Separated,1444,3159
6246,28,Total,60-69,Separated,967,1973
6247,28,Total,70-79,Separated,351,410
6248,28,Total,80+,Separated,74,127
6249,28,Total,Age Not Stated,Separated,96,156
6250,28,Rural,All Ages,Separated,5808,16770
6251,28,Rural,Less than 20,Separated,18,50
6252,28,Rural,20-29,Separated,598,2136
6253,28,Rural,30-39,Separated,1547,5495
6254,28,Rural,40-49,Separated,1494,4724
6255,28,Rural,50-59,Separated,1005,2309
6256,28,Rural,60-69,Separated,758,1555
6257,28,Rural,70-79,Separated,280,309
6258,28,Rural,80+,Separated,52,98
6259,28,Rural,Age Not Stated,Separated,56,94
6260,28,Urban,All Ages,Separated,2452,6296
6261,28,Urban,Less than 20,Separated,5,15
6262,28,Urban,20-29,Separated,220,798
6263,28,Urban,30-39,Separated,692,2203
6264,28,Urban,40-49,Separated,754,1820
6265,28,Urban,50-59,Separated,439,850
6266,28,Urban,60-69,Separated,209,418
6267,28,Urban,70-79,Separated,71,101
6268,28,Urban,80+,Separated,22,29
6269,28,Urban,Age Not Stated,Separated,40,62
6270,29,Total,All Ages,Separated,3825,7894
6271,29,Total,Less than 20,Separated,14,29
6272,29,Total,20-29,Separated,240,593
6273,29,Total,30-39,Separated,911,2263
6274,29,Total,40-49,Separated,1179,2562
6275,29,Total,50-59,Separated,747,1429
6276,29,Total,60-69,Separated,510,747
6277,29,Total,70-79,Separated,159,212
6278,29,Total,80+,Separated,59,52
6279,29,Total,Age Not Stated,Separated,6,7
6280,29,Rural,All Ages,Separated,1915,4675
6281,29,Rural,Less than 20,Separated,6,16
6282,29,Rural,20-29,Separated,105,368
6283,29,Rural,30-39,Separated,440,1330
6284,29,Rural,40-49,Separated,570,1496
6285,29,Rural,50-59,Separated,365,841
6286,29,Rural,60-69,Separated,297,471
6287,29,Rural,70-79,Separated,93,118
6288,29,Rural,80+,Separated,36,32
6289,29,Rural,Age Not Stated,Separated,3,3
